,measure_id,measure_name,location_id,location_name,cause_id,cause_name,metric_id,metric_name,year,GBD_val,upper,lower,WBLocation,Country Code,GDP_value,Lvl1_category
12383,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2009,1082.6739897809591,1102.8380046637562,1060.4837337383901,Latin America & Caribbean,LCN,8571.536781,Injuries
12389,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2010,1070.7003970433454,1091.4855458823167,1049.5915502020075,Latin America & Caribbean,LCN,8964.833879,Injuries
12395,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2011,1053.1569280241713,1073.8452543913102,1031.945660723924,Latin America & Caribbean,LCN,9249.417915,Injuries
12401,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2012,1039.5768931513508,1061.5146161552477,1017.5341461092328,Latin America & Caribbean,LCN,9398.379934999999,Injuries
12407,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2013,1008.8747436598798,1030.5106789304712,990.0086917528084,Latin America & Caribbean,LCN,9549.010237,Injuries
12413,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2014,985.8382954204473,1006.619151340895,965.3724635130696,Latin America & Caribbean,LCN,9539.800417,Injuries
12419,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2015,956.6542674191568,979.0699427293016,937.082628234967,Latin America & Caribbean,LCN,9446.005029,Injuries
12425,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2017,932.8299959826494,965.053268756662,896.3667434001999,Latin America & Caribbean,LCN,9368.576945,Injuries
12431,4,YLLs (Years of Life Lost),241,Latin America & Caribbean,688,Transport injuries,3,Rate,2016,942.4493792034897,969.07256986441,914.867956752124,Latin America & Caribbean,LCN,9307.647395999998,Injuries
13106,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1991,1687.2593866264212,1947.2949032755405,1321.6594973032566,Sub-Saharan Africa,SSF,1255.8276349999999,Injuries
13112,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1990,1696.2326927339761,1971.8356292750034,1309.4980676183282,Sub-Saharan Africa,SSF,1286.145859,Injuries
13121,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1992,1680.5657702127291,1922.6062251272965,1338.3397493337511,Sub-Saharan Africa,SSF,1216.994668,Injuries
13127,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1993,1652.7196168363855,1880.294823927878,1323.6584628400635,Sub-Saharan Africa,SSF,1173.094503,Injuries
13133,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1994,1638.5949964464453,1853.4156077520317,1323.5785316563956,Sub-Saharan Africa,SSF,1155.261202,Injuries
13139,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1995,1617.1906984457773,1819.4062782407827,1317.7877030767795,Sub-Saharan Africa,SSF,1162.441081,Injuries
13145,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1996,1602.3867039043564,1791.5521831267722,1322.6099097642082,Sub-Saharan Africa,SSF,1190.31023,Injuries
13151,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1997,1557.2116793628616,1743.8272490146635,1285.2126716459393,Sub-Saharan Africa,SSF,1200.762438,Injuries
13157,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1998,1547.2031563333326,1726.2760012299914,1295.7309285760175,Sub-Saharan Africa,SSF,1197.167901,Injuries
13163,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,1999,1515.9942150301629,1690.4046209205676,1273.3575509150992,Sub-Saharan Africa,SSF,1190.854415,Injuries
13169,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2000,1510.9327177381015,1683.563625127763,1264.591928687433,Sub-Saharan Africa,SSF,1200.625145,Injuries
13175,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2001,1458.7282248426832,1625.455756272041,1226.1830442549353,Sub-Saharan Africa,SSF,1218.977185,Injuries
13181,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2002,1434.4350881923858,1601.270763879387,1210.9403845021914,Sub-Saharan Africa,SSF,1262.720284,Injuries
13187,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2003,1391.2809109361933,1548.2810353231278,1179.752298549581,Sub-Saharan Africa,SSF,1281.601546,Injuries
13193,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2005,1323.809047042262,1461.8910794609287,1136.8282647570065,Sub-Saharan Africa,SSF,1375.048353,Injuries
13199,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2004,1352.6472047179252,1500.0437622579102,1150.9197995948825,Sub-Saharan Africa,SSF,1329.488412,Injuries
13205,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2006,1302.2780224114033,1430.767558190366,1128.7967489793325,Sub-Saharan Africa,SSF,1420.43227,Injuries
13211,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2008,1222.4863631745911,1335.3309071136805,1082.4130003894793,Sub-Saharan Africa,SSF,1511.6735720000001,Injuries
13217,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2007,1271.1471238077306,1393.1366569929125,1114.3380864158985,Sub-Saharan Africa,SSF,1474.462795,Injuries
13223,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2009,1185.9454107220602,1292.8854686531818,1058.2924187573137,Sub-Saharan Africa,SSF,1515.317772,Injuries
13229,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2010,1144.237380680365,1244.4165070935126,1028.7034017110468,Sub-Saharan Africa,SSF,1556.757334,Injuries
13235,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2011,1112.6814066798,1208.4764608941398,1006.8810085389572,Sub-Saharan Africa,SSF,1583.702845,Injuries
13241,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2012,1080.0990255354063,1172.997238442655,985.8836670313688,Sub-Saharan Africa,SSF,1611.014444,Injuries
13247,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2013,1044.6523656834906,1131.3562248965925,954.9332654986044,Sub-Saharan Africa,SSF,1645.804132,Injuries
13253,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2014,1017.6867515252486,1103.45497364206,932.382997020212,Sub-Saharan Africa,SSF,1676.649191,Injuries
13259,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2015,991.8086743241583,1075.4800726985122,911.1893213924159,Sub-Saharan Africa,SSF,1679.850339,Injuries
13265,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2017,942.011024755465,1021.4631386290766,864.2209225188377,Sub-Saharan Africa,SSF,1652.4995470000001,Injuries
13271,4,YLLs (Years of Life Lost),242,Sub-Saharan Africa,688,Transport injuries,3,Rate,2016,967.5022893487596,1048.406707276322,887.2623991649991,Sub-Saharan Africa,SSF,1655.272522,Injuries
13277,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1991,1007.4410207612527,1020.9030967995368,995.9368988661647,Europe & Central Asia,ECS,17575.96127,Injuries
13280,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1990,1012.0608443905015,1027.2155259404483,999.3738428214683,Europe & Central Asia,ECS,17567.83478,Injuries
13289,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1992,996.423035008092,1010.2539418184996,983.6374826488794,Europe & Central Asia,ECS,17398.18001,Injuries
13295,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1993,1004.2197269453133,1017.9682205642883,980.6908512760488,Europe & Central Asia,ECS,17189.378119999998,Injuries
13301,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1994,1004.1855275093241,1018.3296018602472,972.6957295982,Europe & Central Asia,ECS,17334.54905,Injuries
13307,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1995,953.4669252217614,967.0750429361708,927.436786122032,Europe & Central Asia,ECS,17674.73059,Injuries
13313,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1996,883.440586822905,894.8874807953764,869.986245367641,Europe & Central Asia,ECS,17960.54334,Injuries
13319,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1997,833.2171537933829,844.4852350403287,823.8836385150017,Europe & Central Asia,ECS,18463.4578,Injuries
13325,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1998,806.4871061751903,817.5418731262463,797.3087644477753,Europe & Central Asia,ECS,18897.76368,Injuries
13331,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,1999,817.3343057321456,826.4619154358127,809.7129227351602,Europe & Central Asia,ECS,19420.02181,Injuries
13337,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2000,822.568199659641,830.5309163320343,814.9864164821471,Europe & Central Asia,ECS,20233.50565,Injuries
13343,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2001,813.6391644145245,821.5828732627336,806.1304705218392,Europe & Central Asia,ECS,20647.5813,Injuries
13349,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2002,802.7951464026338,810.6411986015813,795.5505411405974,Europe & Central Asia,ECS,20969.71905,Injuries
13355,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2003,797.5666081737799,804.9601705201312,790.2321590462211,Europe & Central Asia,ECS,21306.66481,Injuries
13361,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2005,777.0891159505228,786.040975972898,759.1756684808597,Europe & Central Asia,ECS,22471.4264,Injuries
13367,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2004,778.8767323217867,786.2816633095874,771.6317287997243,Europe & Central Asia,ECS,21933.64271,Injuries
13373,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2006,732.4152419463588,740.1969261415139,723.2389787284291,Europe & Central Asia,ECS,23284.684680000002,Injuries
13379,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2008,668.1915253322737,675.3214686062196,659.7426841752061,Europe & Central Asia,ECS,24207.07061,Injuries
13385,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2007,700.808963872517,707.8716288746858,693.9914424624421,Europe & Central Asia,ECS,24061.31393,Injuries
13391,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2009,611.1366823800453,618.1987164114689,605.4827174711713,Europe & Central Asia,ECS,23030.4587,Injuries
13397,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2010,580.0329104969758,587.4134388958163,574.0980797252031,Europe & Central Asia,ECS,23532.29804,Injuries
13403,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2011,545.34945321624,553.1310815783588,539.8266525976236,Europe & Central Asia,ECS,24041.87231,Injuries
13409,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2012,521.3748951117603,529.0548481062855,515.6609878019432,Europe & Central Asia,ECS,24016.90085,Injuries
13415,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2013,501.9886061353567,509.68449303347677,496.29653667528453,Europe & Central Asia,ECS,24118.39184,Injuries
13421,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2015,483.8566482015898,492.40887453138384,475.9923087304987,Europe & Central Asia,ECS,24809.90336,Injuries
13427,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2014,489.6262859858471,497.1213249875264,484.1220450176651,Europe & Central Asia,ECS,24446.87946,Injuries
13433,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2017,450.32636750097646,461.06209543651147,440.6719313335713,Europe & Central Asia,ECS,25693.67175,Injuries
13439,4,YLLs (Years of Life Lost),240,Europe & Central Asia,688,Transport injuries,3,Rate,2016,463.43574897765615,472.9638065834822,456.02585276932473,Europe & Central Asia,ECS,25146.54653,Injuries
18653,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1991,2385.192151974349,2772.2544572570623,2078.508891341279,Middle East & North Africa,MEA,5007.3669469999995,Injuries
18656,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1990,2456.4270153894386,2863.1101470530457,2118.354543829566,Middle East & North Africa,MEA,4930.111692,Injuries
18665,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1992,2289.7822637664162,2644.1514296706337,2017.5123019007272,Middle East & North Africa,MEA,5158.746097,Injuries
18671,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1993,2238.2876499283952,2588.396921448353,1991.8367805551889,Middle East & North Africa,MEA,5185.610254,Injuries
18677,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1994,2190.6731467884124,2535.5750109362125,1971.9127683382767,Middle East & North Africa,MEA,5208.481291,Injuries
18683,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1995,2132.4612550654515,2469.0334794954897,1930.8420996990026,Middle East & North Africa,MEA,5219.992819,Injuries
18689,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1996,2074.2149913833223,2400.6352547987563,1884.1570759889853,Middle East & North Africa,MEA,5356.740562,Injuries
18695,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1997,2037.1195377116312,2352.641323545964,1857.8732672652654,Middle East & North Africa,MEA,5425.614858,Injuries
18701,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1998,1980.4618682057294,2289.622778361691,1820.0063787470729,Middle East & North Africa,MEA,5564.639066,Injuries
18704,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,1999,1939.9811993900173,2246.1890414185877,1782.0172747843235,Middle East & North Africa,MEA,5555.423283,Injuries
18713,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2000,1882.2367502684265,2181.5900539124495,1731.5193595465423,Middle East & North Africa,MEA,5764.627488,Injuries
18719,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2001,1851.9507990096135,2136.4618937789755,1702.4285165728406,Middle East & North Africa,MEA,5725.478419,Injuries
18725,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2002,1848.7880618784648,2128.7825251229415,1695.869287554256,Middle East & North Africa,MEA,5712.099403,Injuries
18731,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2003,1814.9717948838172,2084.635979627918,1668.1125819628332,Middle East & North Africa,MEA,5911.671955,Injuries
18737,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2004,1779.2612269636834,2036.1061777124798,1638.4598370510748,Middle East & North Africa,MEA,6265.435896,Injuries
18743,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2005,1723.4769109418332,1963.6282849217364,1591.0017906473606,Middle East & North Africa,MEA,6452.520764,Injuries
18749,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2006,1696.0226106326377,1921.997335796969,1563.0195407426422,Middle East & North Africa,MEA,6698.544844,Injuries
18755,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2008,1598.5977753278562,1803.2380199628806,1476.0825679417915,Middle East & North Africa,MEA,7046.009045999999,Injuries
18761,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2007,1643.0867818438635,1852.8833448640914,1524.5314497736015,Middle East & North Africa,MEA,6893.893139,Injuries
18767,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2009,1563.1286891008115,1763.029275421152,1434.2831109961676,Middle East & North Africa,MEA,6933.149464,Injuries
18773,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2010,1510.9602895904457,1700.02104250708,1378.907235430005,Middle East & North Africa,MEA,7126.771934,Injuries
18779,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2011,1471.1002103518072,1658.0084202231692,1330.9129270771095,Middle East & North Africa,MEA,7234.311307999999,Injuries
18785,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2012,1423.3020849643372,1602.5673689528728,1283.7521335382705,Middle East & North Africa,MEA,7363.59539,Injuries
18791,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2013,1375.3401906069046,1550.5554479573568,1235.8389864281744,Middle East & North Africa,MEA,7410.019507999999,Injuries
18797,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2014,1332.1914043166926,1503.5055098871094,1194.9424650241233,Middle East & North Africa,MEA,7476.846708,Injuries
18803,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2015,1300.8964468059246,1471.827628644322,1159.633138260941,Middle East & North Africa,MEA,7527.284917,Injuries
18809,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2017,1219.524120060493,1391.0370376895771,1078.9436488893148,Middle East & North Africa,MEA,7737.846498999999,Injuries
18815,4,YLLs (Years of Life Lost),243,Middle East & North Africa,688,Transport injuries,3,Rate,2016,1264.9086381710229,1435.247377848307,1125.7119673619873,Middle East & North Africa,MEA,7750.252789,Injuries
19826,4,YLLs (Years of Life Lost),239,East Asia & Pacific,688,Transport injuries,3,Rate,1991,1232.7060385347186,1308.5928619895105,1180.920378594265,East Asia & Pacific,EAS,4319.3402719999995,Injuries
