,measure_id,measure_name,location_id,location_name,cause_id,cause_name,metric_id,metric_name,year,GBD_val,upper,lower,WBLocation,Country Code,GDP_value,Lvl1_category
561953,4,YLLs (Years of Life Lost),44576,World Bank Upper Middle Income,626,Musculoskeletal disorders,3,Rate,2017,36.318870360236275,38.43134843347064,32.10357245458018,Middle income,MIC,4991.833589,Non-communicable diseases
563465,4,YLLs (Years of Life Lost),44578,World Bank Low Income,626,Musculoskeletal disorders,3,Rate,2017,26.396461281458286,31.748227661830487,22.106168168517584,Low income,LIC,745.9429763999999,Non-communicable diseases
587153,4,YLLs (Years of Life Lost),44575,World Bank High Income,640,Other non-communicable diseases,3,Rate,2017,376.4702816170526,397.49424699344667,350.1415155141914,High income,HIC,41539.849180000005,Non-communicable diseases
594713,4,YLLs (Years of Life Lost),44577,World Bank Lower Middle Income,640,Other non-communicable diseases,3,Rate,2017,1070.1297675798182,1150.596760465756,1000.3183419694864,Lower middle income,LMC,2188.37893,Non-communicable diseases
596057,4,YLLs (Years of Life Lost),44576,World Bank Upper Middle Income,640,Other non-communicable diseases,3,Rate,2017,518.9651010873612,538.9237208570011,495.8488597065177,Middle income,MIC,4991.833589,Non-communicable diseases
597569,4,YLLs (Years of Life Lost),44578,World Bank Low Income,640,Other non-communicable diseases,3,Rate,2017,2482.9426910654515,2893.488863616218,2151.382292741453,Low income,LIC,745.9429763999999,Non-communicable diseases
621257,4,YLLs (Years of Life Lost),44575,World Bank High Income,653,Skin and subcutaneous diseases,3,Rate,2017,27.8902758397853,43.26909455963848,15.396552162195144,High income,HIC,41539.849180000005,Non-communicable diseases
628817,4,YLLs (Years of Life Lost),44577,World Bank Lower Middle Income,653,Skin and subcutaneous diseases,3,Rate,2017,39.93884221192996,52.791083626696384,23.788769752084594,Lower middle income,LMC,2188.37893,Non-communicable diseases
630161,4,YLLs (Years of Life Lost),44576,World Bank Upper Middle Income,653,Skin and subcutaneous diseases,3,Rate,2017,23.981816608756148,33.28642232279442,16.318508890856062,Middle income,MIC,4991.833589,Non-communicable diseases
631673,4,YLLs (Years of Life Lost),44578,World Bank Low Income,653,Skin and subcutaneous diseases,3,Rate,2017,45.51031601207263,73.86049649653282,31.834064171162748,Low income,LIC,745.9429763999999,Non-communicable diseases
655361,4,YLLs (Years of Life Lost),44575,World Bank High Income,344,Neglected tropical diseases and malaria,3,Rate,2017,1.271163787832277,2.040319734594383,0.7194803694302897,High income,HIC,41539.849180000005,"Communicable, maternal, neonatal, and nutritional diseases"
662921,4,YLLs (Years of Life Lost),44577,World Bank Lower Middle Income,344,Neglected tropical diseases and malaria,3,Rate,2017,780.9519453899069,1041.9128014734172,582.9496962320859,Lower middle income,LMC,2188.37893,"Communicable, maternal, neonatal, and nutritional diseases"
664265,4,YLLs (Years of Life Lost),44576,World Bank Upper Middle Income,344,Neglected tropical diseases and malaria,3,Rate,2017,21.96521937956817,30.322219652708753,17.575053417880095,Middle income,MIC,4991.833589,"Communicable, maternal, neonatal, and nutritional diseases"
665777,4,YLLs (Years of Life Lost),44578,World Bank Low Income,344,Neglected tropical diseases and malaria,3,Rate,2017,3551.4018335086585,4901.052759277726,2492.00365689514,Low income,LIC,745.9429763999999,"Communicable, maternal, neonatal, and nutritional diseases"
689465,4,YLLs (Years of Life Lost),44575,World Bank High Income,386,Nutritional deficiencies,3,Rate,2017,13.193658939700711,13.631778680268756,12.872516972388695,High income,HIC,41539.849180000005,"Communicable, maternal, neonatal, and nutritional diseases"
697025,4,YLLs (Years of Life Lost),44577,World Bank Lower Middle Income,386,Nutritional deficiencies,3,Rate,2017,236.77708073258182,270.8928192466127,210.46571241375437,Lower middle income,LMC,2188.37893,"Communicable, maternal, neonatal, and nutritional diseases"
698369,4,YLLs (Years of Life Lost),44576,World Bank Upper Middle Income,386,Nutritional deficiencies,3,Rate,2017,37.463924052945046,39.28782332072903,36.248058222112185,Middle income,MIC,4991.833589,"Communicable, maternal, neonatal, and nutritional diseases"
699881,4,YLLs (Years of Life Lost),44578,World Bank Low Income,386,Nutritional deficiencies,3,Rate,2017,1066.4244964467673,1221.625956602587,915.7822871358476,Low income,LIC,745.9429763999999,"Communicable, maternal, neonatal, and nutritional diseases"
